Date (M/D/Y),pH,Turbidity,Temperature,Alkalinity,Conductivity,TDS,Chloride,Salinity,DO,BOD5,COD,Ammonia_N,Sulphate,Phosphate,Nitrate_N,Nitrite_N,Fe,Date,Month,Month_Name,Season,WQI_screening,WQI_standard_category,WQI_relative_class
2025-05-27,7.05,373.0,29.2,55.0,178,89,40.0,0.04,6.48,,,,,,,,,2025-05-27,5,May,Pre-monsoon,2855.4891176143324,Unsuitable,Poor-relative
2025-05-28,6.96,552.0,29.5,53.5,258,129,58.0,0.06,6.41,,,,,,,,,2025-05-28,5,May,Pre-monsoon,4209.50161900523,Unsuitable,Poor-relative
2025-05-29,6.89,300.0,28.8,51.5,320,160,72.0,0.07,6.5,,,,,,,,,2025-05-29,5,May,Pre-monsoon,2302.449109825304,Unsuitable,Poor-relative
2025-05-30,6.94,468.0,29.0,53.0,274,137,62.0,0.06,6.55,,,,,,,,,2025-05-30,5,May,Pre-monsoon,3573.3809576796116,Unsuitable,Poor-relative
2025-05-31,6.98,645.0,29.7,55.5,185,91,27.0,0.04,6.51,,,,,,,,,2025-05-31,5,May,Pre-monsoon,4912.677510107193,Unsuitable,Poor-relative
2025-06-01,6.98,350.0,29.3,52.0,186,94,28.0,0.03,6.54,1.92,38.8,0.98,13.0,0.55,1.19,0.019,0.55,2025-06-01,6,Jun,Monsoon,2680.4349764474614,Unsuitable,Poor-relative
2025-06-02,6.85,992.0,28.5,48.0,154,78,23.0,0.02,5.93,0.75,42.3,1.19,9.0,0.49,1.25,0.025,0.49,2025-06-02,6,Jun,Monsoon,7540.4760765550245,Unsuitable,Poor-relative
2025-06-03,6.9,520.0,27.4,50.0,89,45,14.0,0.01,6.42,0.95,55.7,1.24,18.0,0.37,1.08,0.01,0.66,2025-06-03,6,Jun,Monsoon,3967.1214124105186,Unsuitable,Poor-relative
2025-06-04,7.1,250.0,28.0,55.0,105,53,16.0,0.02,6.67,1.28,52.5,1.17,13.0,0.65,1.05,0.009,0.73,2025-06-04,6,Jun,Monsoon,1924.704640035607,Unsuitable,Moderate-relative
2025-06-05,7.05,228.0,29.1,52.5,91,46,14.0,0.01,6.81,2.13,,1.28,10.0,0.61,1.08,0.011,0.97,2025-06-05,6,Jun,Monsoon,1756.9252642706133,Unsuitable,Moderate-relative
2025-06-06,6.98,350.0,29.8,50.0,109,55,17.0,0.02,6.75,0.83,,,,,,,,2025-06-06,6,Jun,Monsoon,2679.535132228033,Unsuitable,Poor-relative
2025-06-07,6.92,343.0,28.5,48.5,97,49,15.0,0.01,6.72,1.2,,,,,,,,2025-06-07,6,Jun,Monsoon,2626.6702774377804,Unsuitable,Poor-relative
2025-06-08,6.97,435.0,29.7,53.0,133,67,20.0,0.02,6.61,0.91,,,,,,,,2025-06-08,6,Jun,Monsoon,3323.270420236638,Unsuitable,Poor-relative
2025-06-09,6.88,409.0,30.2,46.5,162,82,25.0,0.02,6.52,,,,,,,,,2025-06-09,6,Jun,Monsoon,3126.892235080301,Unsuitable,Poor-relative
2025-06-10,7.01,294.0,29.6,52.0,135,68,20.0,0.02,6.66,,,,,,,,,2025-06-10,6,Jun,Monsoon,2256.343392307407,Unsuitable,Moderate-relative
2025-06-11,7.05,250.0,28.4,55.0,117,59,18.0,0.02,6.73,,,,,,,,,2025-06-11,6,Jun,Monsoon,1923.736968213345,Unsuitable,Moderate-relative
2025-06-12,6.99,367.0,29.3,49.0,93,47,14.0,0.01,6.57,,,,,,,,,2025-06-12,6,Jun,Monsoon,2808.854871851934,Unsuitable,Poor-relative
2025-06-13,7.03,550.0,30.1,52.5,127,64,19.0,0.02,6.45,,,,,,,,,2025-06-13,6,Jun,Monsoon,4194.484153035867,Unsuitable,Poor-relative
2025-06-14,7.07,254.0,29.6,54.0,145,73,22.0,0.02,6.57,,,,,,,,,2025-06-14,6,Jun,Monsoon,1954.9481436148512,Unsuitable,Moderate-relative
2025-06-15,6.86,730.0,30.5,49.0,123,62,19.0,0.02,6.29,,,,,,,,,2025-06-15,6,Jun,Monsoon,5556.618827194837,Unsuitable,Poor-relative
2025-06-16,7.03,327.0,31.2,50.0,133,67,20.0,0.02,6.46,,,,,,,,,2025-06-16,6,Jun,Monsoon,2507.1120804124475,Unsuitable,Poor-relative
2025-06-17,7.05,400.0,29.5,56.0,119,60,18.0,0.02,6.31,,,,,,,,,2025-06-17,6,Jun,Monsoon,3060.370360891658,Unsuitable,Poor-relative
2025-06-18,7.01,465.0,30.1,50.0,105,53,16.0,0.02,6.25,,,,,,,,,2025-06-18,6,Jun,Monsoon,3551.795159675086,Unsuitable,Poor-relative
2025-06-19,6.94,419.0,28.6,48.5,137,69,21.0,0.02,6.19,,,,,,,,,2025-06-19,6,Jun,Monsoon,3203.8450892029227,Unsuitable,Poor-relative
2025-06-20,7.03,450.0,29.1,52.0,145,73,22.0,0.02,6.24,,,,,,,,,2025-06-20,6,Jun,Monsoon,3438.6767701494746,Unsuitable,Poor-relative
2025-06-21,6.95,478.0,28.6,49.0,129,65,20.0,0.02,6.17,,,,,,,,,2025-06-21,6,Jun,Monsoon,3650.3428285300993,Unsuitable,Poor-relative
2025-06-22,6.99,280.0,28.3,50.0,103,52,16.0,0.02,6.38,,,,,,,,,2025-06-22,6,Jun,Monsoon,2151.3340158006004,Unsuitable,Moderate-relative
2025-06-23,7.04,400.0,28.7,53.0,83,42,13.0,0.01,6.65,,,,,,,,,2025-06-23,6,Jun,Monsoon,3058.8391602685356,Unsuitable,Poor-relative
2025-06-24,6.99,318.0,26.9,50.0,111,56,17.0,0.02,6.6,,,,,,,,,2025-06-24,6,Jun,Monsoon,2437.9995029857946,Unsuitable,Poor-relative
2025-06-25,7.02,275.0,30.1,52.5,93,47,14.0,0.01,6.49,,,,,,,,,2025-06-25,6,Jun,Monsoon,2113.366805756463,Unsuitable,Moderate-relative
2025-06-26,6.95,290.0,29.4,48.0,75,38,11.0,0.01,6.84,,,,,,,,,2025-06-26,6,Jun,Monsoon,2225.1508771929825,Unsuitable,Moderate-relative
2025-06-27,6.99,326.0,28.4,50.0,129,65,20.0,0.02,6.68,,,,,,,,,2025-06-27,6,Jun,Monsoon,2498.2320017803495,Unsuitable,Poor-relative
2025-06-28,7.01,398.0,28.1,52.0,65,33,10.0,0.01,6.75,,,,,,,,,2025-06-28,6,Jun,Monsoon,3042.8463966470085,Unsuitable,Poor-relative
2025-06-29,6.93,450.0,27.6,46.5,83,42,13.0,0.01,6.48,,,,,,,,,2025-06-29,6,Jun,Monsoon,3437.209166944846,Unsuitable,Poor-relative
2025-06-30,6.95,300.0,28.3,48.0,99,50,15.0,0.02,6.59,,,,,,,,,2025-06-30,6,Jun,Monsoon,2301.8221319683994,Unsuitable,Moderate-relative
2025-07-01,6.91,630.0,27.5,48.0,81,41,11.0,0.01,6.05,2.37,49.4,1.38,36.0,0.87,1.33,0.049,1.92,2025-07-01,7,Jul,Monsoon,4800.871314120397,Unsuitable,Poor-relative
2025-07-02,6.85,333.0,27.2,47.0,67,34,10.0,0.01,6.42,1.65,62.7,1.45,43.0,1.03,1.57,0.073,1.67,2025-07-02,7,Jul,Monsoon,2552.154115203442,Unsuitable,Poor-relative
2025-07-03,6.86,291.0,29.4,45.5,127,64,18.0,0.02,6.57,1.08,58.6,1.31,61.0,1.19,1.26,0.016,2.09,2025-07-03,7,Jul,Monsoon,2233.810435443789,Unsuitable,Moderate-relative
2025-07-04,7.03,240.0,28.4,53.0,89,45,13.0,0.01,6.6,2.8,63.5,1.43,47.0,1.37,1.49,0.022,4.25,2025-07-04,7,Jul,Monsoon,1848.2525240161717,Unsuitable,Moderate-relative
2025-07-05,6.77,387.0,29.1,42.0,57,29,8.0,0.01,6.38,3.59,,1.56,40.0,2.31,1.65,0.095,2.59,2025-07-05,7,Jul,Monsoon,2960.8684544341827,Unsuitable,Poor-relative
2025-07-06,6.85,330.0,28.7,44.5,113,57,16.0,0.02,6.49,2.07,,,,,,,,2025-07-06,7,Jul,Monsoon,2529.2025388524166,Unsuitable,Poor-relative
2025-07-07,6.94,318.0,29.0,48.0,89,45,13.0,0.01,6.53,1.73,,,,,,,,2025-07-07,7,Jul,Monsoon,2438.2454767998224,Unsuitable,Poor-relative
2025-07-08,7.05,210.0,30.5,53.0,127,64,18.0,0.02,6.61,2.5,,,,,,,,2025-07-08,7,Jul,Monsoon,1621.544801750677,Unsuitable,Moderate-relative
2025-07-09,7.01,647.0,28.9,49.5,77,39,11.0,0.01,5.93,,,,,,,,,2025-07-09,7,Jul,Monsoon,4930.12840584548,Unsuitable,Poor-relative
2025-07-10,6.73,725.0,27.7,41.5,46,23,6.0,0.01,5.78,,,,,,,,,2025-07-10,7,Jul,Monsoon,5520.691927228219,Unsuitable,Poor-relative
2025-07-11,6.84,480.0,29.3,45.0,109,55,15.0,0.02,5.99,,,,,,,,,2025-07-11,7,Jul,Monsoon,3666.143540669856,Unsuitable,Poor-relative
2025-07-12,6.57,562.0,28.1,37.0,81,41,11.0,0.01,5.83,,,,,,,,,2025-07-12,7,Jul,Monsoon,4287.165312859316,Unsuitable,Poor-relative
2025-07-13,6.8,450.0,27.6,42.5,65,33,9.0,0.01,6.12,,,,,,,,,2025-07-13,7,Jul,Monsoon,3438.5900504432325,Unsuitable,Poor-relative
2025-07-14,7.1,223.0,30.2,55.0,97,49,14.0,0.01,6.68,,,,,,,,,2025-07-14,7,Jul,Monsoon,1720.3610585660772,Unsuitable,Moderate-relative
2025-07-15,7.02,210.0,26.8,50.0,135,68,19.0,0.02,6.57,,,,,,,,,2025-07-15,7,Jul,Monsoon,1621.2492155335483,Unsuitable,Moderate-relative
2025-07-16,6.97,250.0,29.9,49.0,77,39,11.0,0.01,6.49,,,,,,,,,2025-07-16,7,Jul,Monsoon,1923.8762731352695,Unsuitable,Moderate-relative
2025-07-17,7.05,335.0,30.5,54.0,99,50,14.0,0.01,6.36,,,,,,,,,2025-07-17,7,Jul,Monsoon,2568.322666073217,Unsuitable,Poor-relative
2025-07-18,7.08,206.0,29.7,56.0,83,42,12.0,0.01,6.53,,,,,,,,,2025-07-18,7,Jul,Monsoon,1592.0186009421016,Unsuitable,Moderate-relative
2025-07-19,6.83,240.0,28.6,45.0,67,34,10.0,0.01,6.28,,,,,,,,,2025-07-19,7,Jul,Monsoon,1849.0132821482885,Unsuitable,Moderate-relative
2025-07-20,6.91,476.0,29.4,47.5,77,39,11.0,0.01,6.39,,,,,,,,,2025-07-20,7,Jul,Monsoon,3634.2888598345758,Unsuitable,Poor-relative
2025-07-21,6.98,310.0,28.0,52.0,93,47,13.0,0.01,6.5,,,,,,,,,2025-07-21,7,Jul,Monsoon,2377.8522532547013,Unsuitable,Poor-relative
2025-07-22,7.02,350.0,28.5,52.0,109,55,15.0,0.02,6.62,,,,,,,,,2025-07-22,7,Jul,Monsoon,2680.3475761284813,Unsuitable,Poor-relative
2025-07-23,6.88,435.0,28.0,46.5,73,37,10.0,0.01,6.45,,,,,,,,,2025-07-23,7,Jul,Monsoon,3323.8172564074034,Unsuitable,Poor-relative
2025-07-24,6.97,318.0,29.6,49.0,57,29,8.0,0.01,6.51,,,,,,,,,2025-07-24,7,Jul,Monsoon,2438.301784058455,Unsuitable,Poor-relative
2025-07-25,6.85,460.0,29.3,45.0,95,48,13.0,0.01,6.33,,,,,,,,,2025-07-25,7,Jul,Monsoon,3513.462594117429,Unsuitable,Poor-relative
2025-07-26,6.35,658.0,27.9,38.0,50,25,7.0,0.01,6.07,,,,,,,,,2025-07-26,7,Jul,Monsoon,5012.58257112125,Unsuitable,Poor-relative
2025-07-27,6.57,630.0,28.5,41.0,30,15,4.0,0.0,6.19,,,,,,,,,2025-07-27,7,Jul,Monsoon,4800.245628871334,Unsuitable,Poor-relative
2025-07-28,6.84,510.0,29.1,47.5,44,22,6.0,0.01,6.46,,,,,,,,,2025-07-28,7,Jul,Monsoon,3891.2454897815364,Unsuitable,Poor-relative
2025-07-29,6.8,492.0,28.4,45.0,34,17,5.0,0.0,6.57,,,,,,,,,2025-07-29,7,Jul,Monsoon,3754.596632172397,Unsuitable,Poor-relative
2025-07-30,6.85,455.0,29.6,46.5,50,25,7.0,0.01,6.65,,,,,,,,,2025-07-30,7,Jul,Monsoon,3474.3406197841327,Unsuitable,Poor-relative
2025-07-31,6.71,428.0,30.1,45.0,61,31,9.0,0.01,6.49,,,,,,,,,2025-07-31,7,Jul,Monsoon,3270.6795667816477,Unsuitable,Poor-relative
2025-08-01,6.8,250.0,29.6,45.0,50,25,7.0,0.01,6.62,2.31,53.3,1.69,47.0,2.16,1.85,0.052,3.05,2025-08-01,8,Aug,Monsoon,1923.3223433848896,Unsuitable,Moderate-relative
2025-08-02,6.77,290.0,30.1,38.5,94,47,13.0,0.01,6.49,2.07,50.1,1.84,55.0,1.79,2.5,0.106,4.16,2025-08-02,8,Aug,Monsoon,2226.4981213604838,Unsuitable,Moderate-relative
2025-08-03,6.95,220.0,28.4,46.0,76,38,11.0,0.01,6.7,1.91,46.8,1.45,38.0,1.5,2.22,0.098,4.29,2025-08-03,8,Aug,Monsoon,1696.0391973591486,Unsuitable,Moderate-relative
2025-08-04,6.98,300.0,29.7,49.0,70,35,10.0,0.01,6.5,2.05,49.3,1.27,29.0,2.03,1.93,0.009,4.1,2025-08-04,8,Aug,Monsoon,2302.1550573049963,Unsuitable,Poor-relative
2025-08-05,6.91,254.0,28.6,44.0,48,24,7.0,0.01,6.45,1.66,,1.12,35.0,1.41,1.78,0.03,2.83,2025-08-05,8,Aug,Monsoon,1954.2527465598457,Unsuitable,Moderate-relative
2025-08-06,6.96,270.0,28.0,47.0,62,31,9.0,0.01,6.71,0.87,,,,,,,,2025-08-06,8,Aug,Monsoon,2074.3174140425062,Unsuitable,Moderate-relative
2025-08-07,6.78,550.0,29.5,40.0,34,17,5.0,0.0,6.24,1.45,,,,,,,,2025-08-07,8,Aug,Monsoon,4194.729602017731,Unsuitable,Poor-relative
2025-08-08,6.63,773.0,27.6,38.0,40,20,6.0,0.01,5.97,1.39,,,,,,,,2025-08-08,8,Aug,Monsoon,5883.115615147806,Unsuitable,Poor-relative
2025-08-09,6.79,570.0,27.4,40.0,50,25,7.0,0.01,6.38,,,,,,,,,2025-08-09,8,Aug,Monsoon,4345.5196839879845,Unsuitable,Poor-relative
2025-08-10,6.85,220.0,28.0,44.0,38,19,5.0,0.01,6.66,,,,,,,,,2025-08-10,8,Aug,Monsoon,1696.1548384703833,Unsuitable,Moderate-relative
2025-08-11,6.95,248.0,29.9,48.0,80,40,11.0,0.01,6.41,,,,,,,,,2025-08-11,8,Aug,Monsoon,1909.0546010904643,Unsuitable,Moderate-relative
2025-08-12,6.88,300.0,28.6,42.0,64,32,9.0,0.01,6.5,,,,,,,,,2025-08-12,8,Aug,Monsoon,2302.116657394014,Unsuitable,Moderate-relative
2025-08-13,6.81,409.0,28.3,40.5,36,18,5.0,0.01,6.12,,,,,,,,,2025-08-13,8,Aug,Monsoon,3128.3312544045098,Unsuitable,Poor-relative
2025-08-14,6.92,150.0,29.0,45.0,54,27,8.0,0.01,6.6,,,,,,,,,2025-08-14,8,Aug,Monsoon,1166.7572085605136,Unsuitable,Good-relative
2025-08-15,7.03,296.0,29.5,55.0,84,42,12.0,0.01,6.52,,,,,,,,,2025-08-15,8,Aug,Monsoon,2272.29511145729,Unsuitable,Moderate-relative
2025-08-16,7.01,225.0,28.4,50.0,66,33,9.0,0.01,6.59,,,,,,,,,2025-08-16,8,Aug,Monsoon,1734.4625607358778,Unsuitable,Moderate-relative
2025-08-17,7.01,100.0,28.1,52.0,96,48,13.0,0.01,6.72,,,,,,,,,2025-08-17,8,Aug,Monsoon,788.1725455287267,Unsuitable,Good-relative
2025-08-18,7.05,155.0,27.7,56.0,114,57,16.0,0.02,6.54,,,,,,,,,2025-08-18,8,Aug,Monsoon,1205.6668298653613,Unsuitable,Good-relative
2025-08-19,6.96,190.0,29.5,48.0,90,45,13.0,0.01,6.59,,,,,,,,,2025-08-19,8,Aug,Monsoon,1469.4989540447314,Unsuitable,Good-relative
2025-08-20,7.08,170.0,28.0,56.0,74,37,10.0,0.01,6.71,,,,,,,,,2025-08-20,8,Aug,Monsoon,1318.9059493342236,Unsuitable,Good-relative
2025-08-21,7.01,155.0,29.5,52.0,56,28,8.0,0.01,6.55,,,,,,,,,2025-08-21,8,Aug,Monsoon,1204.968899521531,Unsuitable,Good-relative
2025-08-22,6.86,443.0,28.5,44.0,38,19,5.0,0.01,6.47,,,,,,,,,2025-08-22,8,Aug,Monsoon,3384.2297429620558,Unsuitable,Poor-relative
2025-08-23,6.82,350.0,29.9,42.0,62,31,9.0,0.01,6.35,,,,,,,,,2025-08-23,8,Aug,Monsoon,2681.0312785134083,Unsuitable,Poor-relative
2025-08-24,6.82,330.0,27.7,40.0,40,20,6.0,0.01,6.51,,,,,,,,,2025-08-24,8,Aug,Monsoon,2529.044178628389,Unsuitable,Poor-relative
2025-08-25,6.85,230.0,29.0,46.0,56,28,8.0,0.01,6.45,,,,,,,,,2025-08-25,8,Aug,Monsoon,1772.6726197099513,Unsuitable,Moderate-relative
2025-08-26,6.83,310.0,28.2,40.0,42,21,6.0,0.01,6.6,,,,,,,,,2025-08-26,8,Aug,Monsoon,2377.3605578428105,Unsuitable,Poor-relative
2025-08-27,6.92,285.0,30.0,50.0,68,34,10.0,0.01,6.55,,,,,,,,,2025-08-27,8,Aug,Monsoon,2188.4647119913952,Unsuitable,Moderate-relative
2025-08-28,6.9,200.0,27.8,46.0,52,26,7.0,0.01,6.48,,,,,,,,,2025-08-28,8,Aug,Monsoon,1545.5553058120988,Unsuitable,Moderate-relative
2025-08-29,6.95,268.0,29.2,50.0,80,40,11.0,0.01,6.63,,,,,,,,,2025-08-29,8,Aug,Monsoon,2059.5267645858835,Unsuitable,Moderate-relative
2025-08-30,6.82,215.0,28.5,42.0,54,27,8.0,0.01,6.52,,,,,,,,,2025-08-30,8,Aug,Monsoon,1658.8798115796892,Unsuitable,Moderate-relative
2025-08-31,6.9,195.0,27.5,46.0,60,30,8.0,0.01,6.66,,,,,,,,,2025-08-31,8,Aug,Monsoon,1507.0195764252067,Unsuitable,Good-relative
2025-09-01,7.01,165.0,28.0,53.0,70,35,10.0,0.01,6.71,1.15,40.6,0.94,29.0,0.98,1.44,0.009,3.28,2025-09-01,9,Sep,Monsoon,1280.0192871184304,Unsuitable,Good-relative
2025-09-02,6.97,140.0,27.3,48.0,84,42,12.0,0.01,6.65,0.82,37.3,1.09,34.0,1.29,1.53,0.01,2.65,2025-09-02,9,Sep,Monsoon,1090.9329587181485,Unsuitable,Good-relative
2025-09-03,6.99,149.0,26.7,49.5,46,23,7.0,0.01,6.43,1.08,35.1,1.23,49.0,1.67,1.25,0.03,2.83,2025-09-03,9,Sep,Monsoon,1159.8759003746154,Unsuitable,Good-relative
2025-09-04,7.04,100.0,26.3,55.0,56,28,8.0,0.01,6.69,1.79,42.7,0.85,17.0,1.55,1.31,0.022,2.5,2025-09-04,9,Sep,Monsoon,788.7197804235748,Unsuitable,Good-relative
2025-09-05,6.9,230.0,28.4,48.0,46,23,7.0,0.01,6.5,0.76,,0.69,28.0,1.71,1.25,0.014,4.2,2025-09-05,9,Sep,Monsoon,1772.47822410148,Unsuitable,Moderate-relative
2025-09-06,6.96,110.0,25.9,48.0,58,29,8.0,0.01,6.83,0.87,,,,,,,,2025-09-06,9,Sep,Monsoon,863.2071102703907,Unsuitable,Good-relative
2025-09-07,6.89,274.0,28.2,46.0,52,26,8.0,0.01,6.49,0.55,,,,,,,,2025-09-07,9,Sep,Monsoon,2105.438807907719,Unsuitable,Moderate-relative
2025-09-08,6.87,285.0,29.5,45.0,66,33,10.0,0.01,6.72,1.11,,,,,,,,2025-09-08,9,Sep,Monsoon,2187.7703608916586,Unsuitable,Moderate-relative
2025-09-09,6.83,320.0,25.8,43.0,42,21,6.0,0.01,6.5,,,,,,,,,2025-09-09,9,Sep,Monsoon,2453.4336819850896,Unsuitable,Poor-relative
2025-09-10,6.78,710.0,29.0,40.0,30,15,4.0,0.0,6.35,,,,,,,,,2025-09-10,9,Sep,Monsoon,5404.929153221321,Unsuitable,Poor-relative
2025-09-11,6.75,580.0,25.4,40.0,46,23,7.0,0.01,6.46,,,,,,,,,2025-09-11,9,Sep,Monsoon,4420.867749712549,Unsuitable,Poor-relative
2025-09-12,6.94,350.0,26.7,48.0,80,40,12.0,0.01,6.68,,,,,,,,,2025-09-12,9,Sep,Monsoon,2679.775052854123,Unsuitable,Poor-relative
2025-09-13,7.01,200.0,25.5,52.0,90,45,13.0,0.01,6.63,,,,,,,,,2025-09-13,9,Sep,Monsoon,1545.1734468306072,Unsuitable,Moderate-relative
2025-09-14,6.92,188.0,26.2,47.0,52,26,8.0,0.01,6.5,,,,,,,,,2025-09-14,9,Sep,Monsoon,1454.6864248358738,Unsuitable,Good-relative
2025-09-15,7.03,150.0,25.5,55.0,36,18,5.0,0.01,6.58,,,,,,,,,2025-09-15,9,Sep,Monsoon,1167.3125143726127,Unsuitable,Good-relative
2025-09-16,6.98,170.0,28.1,50.0,26,13,4.0,0.0,6.52,,,,,,,,,2025-09-16,9,Sep,Monsoon,1318.4031230295614,Unsuitable,Good-relative
2025-09-17,7.01,162.0,25.4,54.0,100,50,15.0,0.01,6.55,,,,,,,,,2025-09-17,9,Sep,Monsoon,1257.9815845109604,Unsuitable,Good-relative
2025-09-18,6.99,130.0,24.8,50.0,62,31,9.0,0.01,6.51,,,,,,,,,2025-09-18,9,Sep,Monsoon,1015.8118875412633,Unsuitable,Good-relative
2025-09-19,7.05,120.0,26.3,56.0,50,25,7.0,0.01,6.59,,,,,,,,,2025-09-19,9,Sep,Monsoon,940.59136159638,Unsuitable,Good-relative
2025-09-20,6.97,226.0,25.4,50.0,20,10,3.0,0.0,6.43,,,,,,,,,2025-09-20,9,Sep,Monsoon,1742.4756611401656,Unsuitable,Moderate-relative
2025-09-21,6.91,170.0,24.7,48.0,26,13,4.0,0.0,6.5,,,,,,,,,2025-09-21,9,Sep,Monsoon,1318.4724824746859,Unsuitable,Good-relative
2025-09-22,6.9,360.0,25.3,48.0,56,28,8.0,0.01,6.47,,,,,,,,,2025-09-22,9,Sep,Monsoon,2756.246300211417,Unsuitable,Poor-relative
2025-09-23,6.88,318.0,26.4,45.0,48,24,7.0,0.01,6.5,,,,,,,,,2025-09-23,9,Sep,Monsoon,2438.3154667853573,Unsuitable,Poor-relative
2025-09-24,6.85,255.0,27.5,44.0,54,27,8.0,0.01,6.54,,,,,,,,,2025-09-24,9,Sep,Monsoon,1961.4698490412075,Unsuitable,Moderate-relative
2025-09-25,6.93,210.0,28.5,49.0,30,15,4.0,0.0,6.47,,,,,,,,,2025-09-25,9,Sep,Monsoon,1621.2563480583065,Unsuitable,Moderate-relative
2025-09-26,7.04,180.0,27.7,55.0,24,12,3.0,0.0,6.55,,,,,,,,,2025-09-26,9,Sep,Monsoon,1394.5630577500838,Unsuitable,Good-relative
2025-09-27,7.07,162.0,28.1,58.0,38,19,6.0,0.01,6.42,,,,,,,,,2025-09-27,9,Sep,Monsoon,1259.3522940543746,Unsuitable,Good-relative
2025-09-28,6.97,230.0,29.0,52.0,52,26,8.0,0.01,6.48,,,,,,,,,2025-09-28,9,Sep,Monsoon,1772.58125440451,Unsuitable,Moderate-relative
2025-09-29,7.1,180.0,29.3,56.0,24,12,3.0,0.0,6.56,,,,,,,,,2025-09-29,9,Sep,Monsoon,1395.4185527243058,Unsuitable,Good-relative
2025-09-30,7.04,145.0,26.8,53.5,50,25,7.0,0.01,6.61,,,,,,,,,2025-09-30,9,Sep,Monsoon,1129.5144820295984,Unsuitable,Good-relative
2025-10-01,7.07,98.0,25.7,55.0,62,31,9.0,0.01,6.67,0.88,35.3,0.75,16.0,1.05,1.19,0.01,3.08,2025-10-01,10,Oct,Post-monsoon,774.1160120173583,Unsuitable,Good-relative
2025-10-02,7.02,135.0,26.4,53.0,76,38,11.0,0.01,6.51,1.02,28.8,0.81,25.0,1.19,1.2,0.009,1.95,2025-10-02,10,Oct,Post-monsoon,1053.966573940136,Unsuitable,Good-relative
2025-10-03,6.99,100.0,25.9,52.0,48,24,7.0,0.01,6.72,0.69,37.5,0.69,29.0,0.91,1.15,0.006,2.28,2025-10-03,10,Oct,Post-monsoon,787.9878639516339,Unsuitable,Good-relative
2025-10-04,6.85,130.0,26.3,47.0,38,19,6.0,0.01,6.49,0.54,43.8,0.73,32.0,1.35,1.25,0.015,2.07,2025-10-04,10,Oct,Post-monsoon,1015.8583583694967,Unsuitable,Good-relative
2025-10-05,6.98,188.0,25.9,50.0,44,22,7.0,0.01,6.72,1.18,,0.55,15.0,1.23,0.97,0.008,2.33,2025-10-05,10,Oct,Post-monsoon,1453.8275657431104,Unsuitable,Good-relative
2025-10-06,7.1,170.0,26.6,54.0,68,34,10.0,0.01,6.59,0.93,,,,,,,,2025-10-06,10,Oct,Post-monsoon,1319.6638514891886,Unsuitable,Good-relative
2025-10-07,6.88,800.0,25.5,48.0,32,16,5.0,0.0,6.65,0.85,,,,,,,,2025-10-07,10,Oct,Post-monsoon,6084.772148659175,Unsuitable,Poor-relative
2025-10-08,6.82,720.0,26.8,45.0,42,21,6.0,0.01,6.57,1.01,,,,,,,,2025-10-08,10,Oct,Post-monsoon,5479.7612477282,Unsuitable,Poor-relative
2025-10-09,6.9,550.0,25.9,50.0,58,29,9.0,0.01,6.48,,,,,,,,,2025-10-09,10,Oct,Post-monsoon,4193.852268090946,Unsuitable,Poor-relative
2025-10-10,6.96,242.0,25.7,52.0,30,15,5.0,0.0,6.65,,,,,,,,,2025-10-10,10,Oct,Post-monsoon,1862.6917213753197,Unsuitable,Moderate-relative
2025-10-11,7.08,250.0,25.4,55.0,36,18,5.0,0.01,6.57,,,,,,,,,2025-10-11,10,Oct,Post-monsoon,1924.7422276621787,Unsuitable,Moderate-relative
2025-10-12,7.03,220.0,25.8,53.0,34,17,5.0,0.01,6.49,,,,,,,,,2025-10-12,10,Oct,Post-monsoon,1697.310923185342,Unsuitable,Moderate-relative
2025-10-13,6.99,90.0,24.7,51.5,38,19,6.0,0.01,6.45,,,,,,,,,2025-10-13,10,Oct,Post-monsoon,713.3778773042544,Unsuitable,Good-relative
2025-10-14,7.1,105.0,25.5,58.0,30,15,5.0,0.0,6.78,,,,,,,,,2025-10-14,10,Oct,Post-monsoon,827.0829716998627,Unsuitable,Good-relative
2025-10-15,7.05,235.0,26.2,55.0,46,23,7.0,0.01,6.95,,,,,,,,,2025-10-15,10,Oct,Post-monsoon,1809.3121694299175,Unsuitable,Moderate-relative
2025-10-16,7.14,178.0,26.0,58.0,36,18,5.0,0.01,7.03,,,,,,,,,2025-10-16,10,Oct,Post-monsoon,1379.046871406847,Unsuitable,Good-relative
2025-10-17,7.09,315.0,25.6,55.0,30,15,5.0,0.0,6.88,,,,,,,,,2025-10-17,10,Oct,Post-monsoon,2415.4881680946555,Unsuitable,Poor-relative
2025-10-18,7.12,220.0,24.5,60.0,38,19,6.0,0.01,7.12,,,,,,,,,2025-10-18,10,Oct,Post-monsoon,1696.2010756277587,Unsuitable,Moderate-relative
2025-10-19,7.19,150.0,26.3,64.0,26,13,4.0,0.0,7.07,,,,,,,,,2025-10-19,10,Oct,Post-monsoon,1167.7910351989913,Unsuitable,Good-relative
2025-10-20,7.15,180.0,26.1,62.0,36,18,5.0,0.01,6.75,,,,,,,,,2025-10-20,10,Oct,Post-monsoon,1395.4505656318388,Unsuitable,Good-relative
2025-10-21,7.12,85.0,25.4,60.0,26,13,4.0,0.0,7.13,,,,,,,,,2025-10-21,10,Oct,Post-monsoon,674.6756092133081,Unsuitable,Good-relative
